time,month,day,weather_pred
6,6,28,"облачно, дождь 0,2мм"
6,6,29,пер.обл.
6,6,30,ясно
6,7,1,малообл.
6,7,2,облачно
6,7,3,ясно
6,7,4,пер.обл.
6,7,5,п/обл
6,7,6,"пасм, 10% дождь"
6,7,7,ясно
6,7,8,ясно
6,7,9,ясно
6,7,10,ясно
6,7,11,"пасм, 58% дождь"
6,7,12,ясно
6,7,13,п/обл
6,7,14,п/обл
6,7,15,обл с пр
6,7,16,обл с пр
6,7,17,ясно
6,7,18,"ясно, 54%"
6,7,19,обл с пр
6,7,20,пасмурно
6,7,21,"обл с пр, 60% дождь"
6,7,22,"пасм, 73% дождь"
6,7,23,"пасм, 47% дождь"
6,7,24,"пасм, 42%"
6,7,25,"ясно, 79%"
6,7,26,обл с пр
6,7,27,обл с пр
6,7,28,"пасм, 75%"
6,7,29,п/обл
6,7,30,"пасм, 78% дождь"
6,7,31,"ясно, 67%"
7,4,1,"пасм, 71% дождь"
7,4,2,"пасм, 12% снег+д, ветер"
7,4,3,п/обл
7,4,4,"пасм, 11% снег"
7,4,5,"пасм, 42%"
7,4,6,пасмурно
7,4,7,"пасм, 13%"
7,4,8,пасмурно
7,4,9,"пасм, 11%"
7,4,10,"п/обл, 14%"
7,4,11,п/обл
7,4,12,"пасм, 24% дождь"
7,4,13,пасм
7,4,14,пасмурно
7,4,15,"пасм, ветер"
7,4,16,"пасм, 14% дождь"
7,4,17,п/обл
7,4,18,"ясно, неб.ветерок"
7,4,19,"обл с пр, 71%"
7,4,20,"п/обл, ветер"
7,4,21,ясно
7,4,22,ясно
7,4,23,ясно
7,4,24,"обл с пр, 11%"
7,4,25,"пасм, 85% дождь, ветерок"
7,4,26,"пасмурно, ветер"
7,4,27,"пасм, 19% дождь, ветер"
7,4,28,"ясно, 11% дождь"
7,4,29,"обл, неб.ветер"
7,4,30,"ясно, ветерок"
7,5,1,"обл с пр, ветерок"
7,5,2,пасм
7,5,3,"пасм, 70% ливень, ветер"
7,5,4,ясно
7,5,5,"ясно, ветерок"
7,5,6,ясно
7,5,7,обл с пр
7,5,8,ясно
7,5,9,ясно
7,5,10,ясно
7,5,11,"ясно, ветер"
7,5,12,ясно
7,5,13,п/обл
7,5,14,п/обл
7,5,15,пасм
7,5,16,"пасм, 73%"
7,5,17,"пасм, 23%"
7,5,18,пасмурно
7,5,19,пасмурно
7,5,20,пасмурно
7,5,21,ясно
7,5,22,ясно
7,5,23,обл с пр
7,5,24,облачно
7,5,25,облачно
7,5,26,"ясно, ветер"
7,5,27,обл с пр
7,5,28,п/обл
7,5,29,ясно
7,5,30,п/обл
7,5,31,ясно
7,6,1,ясно
7,6,2,малообл.
7,6,3,"ясно, сев-зап.ветер"
7,6,4,пер.обл.
7,6,5,ясно
7,6,6,"ясно, сев-зап.ветер"
7,6,10,ясно
7,6,11,ясно
7,6,12,ясно
7,6,13,облачно
7,6,14,облачно
7,6,15,пасмурно
7,6,16,пасм
7,6,17,"пасм, 54%  ливень"
7,6,18,пасм
7,6,19,обл с пр
7,6,20,облачно
7,6,21,"пер.обл., ощ.+23"
7,6,22,облачно
7,6,23,облачно
7,6,24,"дождь 5,9 мм?"
7,6,25,пер.обл.
7,6,26,малообл.
7,6,27,"дождь 11,2 мм"
7,6,28,"облачно, дождь 0,2мм"
7,6,29,пер.обл.
7,6,30,ясно
7,7,1,малообл.
7,7,2,облачно
7,7,3,ясно
7,7,4,пер.обл.
7,7,5,п/обл
7,7,6,"пасм, 10% дождь"
7,7,7,ясно
7,7,8,ясно
7,7,9,ясно
7,7,10,ясно
7,7,11,"пасм, 58% дождь"
7,7,12,ясно
7,7,13,п/обл
7,7,14,п/обл
7,7,15,обл с пр
7,7,16,обл с пр
7,7,17,ясно
7,7,18,"ясно, 54%"
7,7,19,обл с пр
7,7,20,пасмурно
7,7,21,"обл с пр, 60% дождь"
7,7,22,"пасм, 73% дождь"
7,7,23,"пасм, 47% дождь"
7,7,24,"пасм, 42%"
7,7,25,"ясно, 79%"
7,7,26,обл с пр
7,7,27,обл с пр
7,7,28,"пасм, 75%"
7,7,29,п/обл
7,7,30,"пасм, 78% дождь"
7,7,31,"ясно, 67%"
8,4,1,"пасм, 71% дождь"
8,4,2,"пасм, 12% снег+д, ветер"
8,4,3,п/обл
8,4,4,"пасм, 11% снег"
8,4,5,"пасм, 42%"
8,4,6,пасмурно
8,4,7,"пасм, 13%"
8,4,8,пасмурно
8,4,9,"пасм, 11%"
8,4,10,"п/обл, 14%"
8,4,11,п/обл
8,4,12,"пасм, 24% дождь"
8,4,13,пасм
8,4,14,пасмурно
8,4,15,"пасм, ветер"
8,4,16,"пасм, 14% дождь"
8,4,17,п/обл
8,4,18,"ясно, неб.ветерок"
8,4,19,"обл с пр, 71%"
8,4,20,"п/обл, ветер"
8,4,21,ясно
8,4,22,ясно
8,4,23,ясно
8,4,24,"обл с пр, 11%"
8,4,25,"пасм, 85% дождь, ветерок"
8,4,26,"пасмурно, ветер"
8,4,27,"пасм, 19% дождь, ветер"
8,4,28,"ясно, 11% дождь"
8,4,29,"обл, неб.ветер"
8,4,30,"ясно, ветерок"
8,5,1,"обл с пр, ветерок"
8,5,2,пасм
8,5,3,"пасм, 70% ливень, ветер"
8,5,4,ясно
8,5,5,"ясно, ветерок"
8,5,6,ясно
8,5,7,обл с пр
8,5,8,ясно
8,5,9,ясно
8,5,10,ясно
8,5,11,"ясно, ветер"
8,5,12,ясно
8,5,13,п/обл
8,5,14,п/обл
8,5,15,пасм
8,5,16,"пасм, 73%"
8,5,17,"пасм, 23%"
8,5,18,пасмурно
8,5,19,пасмурно
8,5,20,пасмурно
8,5,21,ясно
8,5,22,ясно
8,5,23,обл с пр
8,5,24,облачно
8,5,25,облачно
8,5,26,"ясно, ветер"
8,5,27,обл с пр
8,5,28,п/обл
8,5,29,ясно
8,5,30,п/обл
8,5,31,ясно
8,6,1,ясно
8,6,2,малообл.
8,6,3,"ясно, сев-зап.ветер"
8,6,4,пер.обл.
8,6,5,ясно
8,6,6,"ясно, сев-зап.ветер"
8,6,10,ясно
8,6,11,ясно
8,6,12,ясно
8,6,13,облачно
8,6,14,облачно
8,6,15,пасмурно
8,6,16,пасм
8,6,17,"пасм, 54%  ливень"
8,6,18,пасм
8,6,19,обл с пр
8,6,20,облачно
8,6,21,"пер.обл., ощ.+23"
8,6,22,облачно
8,6,23,облачно
8,6,24,"дождь 5,9 мм?"
8,6,25,пер.обл.
8,6,26,малообл.
8,6,27,"дождь 11,2 мм"
8,6,28,"облачно, дождь 0,2мм"
8,6,29,пер.обл.
8,6,30,ясно
8,7,1,малообл.
8,7,2,облачно
8,7,3,ясно
8,7,4,пер.обл.
8,7,5,п/обл
8,7,6,"пасм, 10% дождь"
8,7,7,ясно
8,7,8,ясно
8,7,9,ясно
8,7,10,ясно
8,7,11,"пасм, 58% дождь"
8,7,12,ясно
8,7,13,п/обл
8,7,14,п/обл
8,7,15,обл с пр
8,7,16,обл с пр
8,7,17,ясно
8,7,18,"ясно, 54%"
8,7,19,обл с пр
8,7,20,пасмурно
8,7,21,"обл с пр, 60% дождь"
8,7,22,"пасм, 73% дождь"
8,7,23,"пасм, 47% дождь"
8,7,24,"пасм, 42%"
8,7,25,"ясно, 79%"
8,7,26,обл с пр
8,7,27,обл с пр
8,7,28,"пасм, 75%"
8,7,29,п/обл
8,7,30,"пасм, 78% дождь"
8,7,31,"ясно, 67%"
9,4,1,"пасм, 46% дождь"
9,4,2,"пасм, 12% снег+д, ветер"
9,4,3,"п/обл, ветер"
9,4,4,"пасм, 12% снег, ветер"
9,4,5,"пасм, 11% дождь+снег"
9,4,6,"пасм, 47%"
9,4,7,"пасм, 23%"
9,4,8,пасмурно
9,4,9,"пасм, 14%"
9,4,10,ясно
9,4,11,обл с пр
9,4,12,"обл, 21%"
9,4,13,"пасм, неб.ветерок"
9,4,14,пасмурно
9,4,15,"пасм, ветер"
9,4,16,"пасм, неб.ветер"
9,4,17,"ясно, неб.ветерок"
9,4,18,"ясно, неб.ветерок"
9,4,19,"пасм, 12% дождь"
9,4,20,"п/обл, ветер"
9,4,21,"ясно, неб.ветерок"
9,4,22,ясно
9,4,23,"ясно, ветерок"
9,4,24,"обл с пр, 11%"
9,4,25,"пасм, 73% дождь, ветерок"
9,4,26,"обл с пр, ветер"
9,4,27,"пасм, 35% дождь, ветер"
9,4,28,"обл с пр, ветерок"
9,4,29,"обл, неб.ветер"
9,4,30,"ясно, ветерок"
9,5,1,"ясно, ветерок"
9,5,2,пасм
9,5,3,"п/обл, 51%, ветер"
9,5,4,ясно
9,5,5,"ясно, ветерок"
9,5,6,"ясно, неб.ветерок"
9,5,7,"обл с пр, ветерок"
9,5,8,"п/обл, ветерок"
9,5,9,"п/обл, ветерок"
9,5,10,"ясно, ветер"
9,5,11,"ясно, ветер"
9,5,12,"ясно, ветерок"
9,5,13,ясно
9,5,14,ясно
9,5,15,пасм
9,5,16,"пасм, 54% дождь"
9,5,17,"пасм, 24%"
9,5,18,пасмурно
9,5,19,пасмурно
9,5,20,обл с пр
9,5,21,"ясно, ветерок"
9,5,22,п/обл
9,5,23,пасмурно
9,5,24,п/обл
9,5,25,облачно
9,5,26,"п/обл, ветер"
9,5,27,ясно
9,5,28,ясно
9,5,29,пасм
9,5,30,"п/обл, ветер"
9,5,31,ясно
9,6,1,пер.обл.
9,6,2,малообл.
9,6,3,"ясно, сев-зап.ветер"
9,6,4,ясно
9,6,5,"пер.обл., сев.ветер"
9,6,6,"ясно, юго-зап.ветер"
9,6,7,
9,6,8,
9,6,9,
9,6,10,"ясно, ветер"
9,6,11,"ясно, ветер"
9,6,12,"ясно, ветер"
9,6,13,облачно
9,6,14,облачно
9,6,15,"пасм, 37% дождь"
9,6,16,обл с пр
9,6,17,"пасм, 51% ливень"
9,6,18,"пасм, 21% дождь"
9,6,19,"пасм, гроза 19%"
9,6,20,облачно
9,6,21,ясно
9,6,22,облачно
9,6,23,облачно
9,6,24,"дождь 0,9 мм?"
9,6,25,пер.обл.
9,6,26,малообл.
9,6,27,"сл.дождь, 1,8 мм"
9,6,28,"облачно, дождь 0,6мм"
9,6,29,"пер.обл., сл.дождь 0,4мм?"
9,6,30,пер.обл.
9,7,1,ясно
9,7,2,"обл., дождь 2,7 мм"
9,7,3,ясно
9,7,4,ясно
9,7,5,пасмурно
9,7,6,ясно
9,7,7,ясно
9,7,8,ясно
9,7,9,ясно
9,7,10,ясно
9,7,11,п/обл
9,7,12,"обл, 54%"
9,7,13,ясно
9,7,14,"ясно, 44%"
9,7,15,обл с пр
9,7,16,"ясно, 61%"
9,7,17,"пасм, 58%"
9,7,18,ясно
9,7,19,"пасм, 24% дождь"
9,7,20,"пасм, 71% дождь"
9,7,21,"п/обл, 21% дождь"
9,7,22,"пасм, 74% дождь"
9,7,23,"пасм, 72% дождь"
9,7,24,"пасм, 47%"
9,7,25,"обл с пр, 77%"
9,7,26,облачно
9,7,27,ясно
9,7,28,"пасм, 76% дождь"
9,7,29,ясно
9,7,30,"пасм, 80% дождь"
9,7,31,"пасм, 71% дождь"
10,4,1,"пасм, 46% дождь"
10,4,2,"пасм, 12% снег+д, ветер"
10,4,3,"п/обл, ветер"
10,4,4,"пасм, 12% снег, ветер"
10,4,5,"пасм, 11% дождь+снег"
10,4,6,"пасм, 47%"
10,4,7,"пасм, 23%"
10,4,8,пасмурно
10,4,9,"пасм, 14%"
10,4,10,ясно
10,4,11,обл с пр
10,4,12,"обл, 21%"
10,4,13,"пасм, неб.ветерок"
10,4,14,пасмурно
10,4,15,"пасм, ветер"
10,4,16,"пасм, неб.ветер"
10,4,17,"ясно, неб.ветерок"
10,4,18,"ясно, неб.ветерок"
10,4,19,"пасм, 12% дождь"
10,4,20,"п/обл, ветер"
10,4,21,"ясно, неб.ветерок"
10,4,22,ясно
10,4,23,"ясно, ветерок"
10,4,24,"обл с пр, 11%"
10,4,25,"пасм, 73% дождь, ветерок"
10,4,26,"обл с пр, ветер"
10,4,27,"пасм, 35% дождь, ветер"
10,4,28,"обл с пр, ветерок"
10,4,29,"обл, неб.ветер"
10,4,30,"ясно, ветерок"
10,5,1,"ясно, ветерок"
10,5,2,пасм
10,5,3,"п/обл, 51%, ветер"
10,5,4,ясно
10,5,5,"ясно, ветерок"
10,5,6,"ясно, неб.ветерок"
10,5,7,"обл с пр, ветерок"
10,5,8,"п/обл, ветерок"
10,5,9,"п/обл, ветерок"
10,5,10,"ясно, ветер"
10,5,11,"ясно, ветер"
10,5,12,"ясно, ветерок"
10,5,13,ясно
10,5,14,ясно
10,5,15,пасм
10,5,16,"пасм, 54% дождь"
10,5,17,"пасм, 24%"
10,5,18,пасмурно
10,5,19,пасмурно
10,5,20,обл с пр
10,5,21,"ясно, ветерок"
10,5,22,п/обл
10,5,23,пасмурно
10,5,24,п/обл
10,5,25,облачно
10,5,26,"п/обл, ветер"
10,5,27,ясно
10,5,28,ясно
10,5,29,пасм
10,5,30,"п/обл, ветер"
10,5,31,ясно
10,6,1,пер.обл.
10,6,2,малообл.
10,6,3,"ясно, сев-зап.ветер"
10,6,4,ясно
10,6,5,"пер.обл., сев.ветер"
10,6,6,"ясно, юго-зап.ветер"
10,6,10,"ясно, ветер"
10,6,11,"ясно, ветер"
10,6,12,"ясно, ветер"
10,6,13,облачно
10,6,14,облачно
10,6,15,"пасм, 37% дождь"
10,6,16,обл с пр
10,6,17,"пасм, 51% ливень"
10,6,18,"пасм, 21% дождь"
10,6,19,"пасм, гроза 19%"
10,6,20,облачно
10,6,21,ясно
10,6,22,облачно
10,6,23,облачно
10,6,24,"дождь 0,9 мм?"
10,6,25,пер.обл.
10,6,26,малообл.
10,6,27,"сл.дождь, 1,8 мм"
10,6,28,"облачно, дождь 0,6мм"
10,6,29,"пер.обл., сл.дождь 0,4мм?"
10,6,30,пер.обл.
10,7,1,ясно
10,7,2,"обл., дождь 2,7 мм"
10,7,3,ясно
10,7,4,ясно
10,7,5,пасмурно
10,7,6,ясно
10,7,7,ясно
10,7,8,ясно
10,7,9,ясно
10,7,10,ясно
10,7,11,п/обл
10,7,12,"обл, 54%"
10,7,13,ясно
10,7,14,"ясно, 44%"
10,7,15,обл с пр
10,7,16,"ясно, 61%"
10,7,17,"пасм, 58%"
10,7,18,ясно
10,7,19,"пасм, 24% дождь"
10,7,20,"пасм, 71% дождь"
10,7,21,"п/обл, 21% дождь"
10,7,22,"пасм, 74% дождь"
10,7,23,"пасм, 72% дождь"
10,7,24,"пасм, 47%"
10,7,25,"обл с пр, 77%"
10,7,26,облачно
10,7,27,ясно
10,7,28,"пасм, 76% дождь"
10,7,29,ясно
10,7,30,"пасм, 80% дождь"
10,7,31,"пасм, 71% дождь"
11,4,1,"пасм, 46% дождь"
11,4,2,"пасм, 12% снег+д, ветер"
11,4,3,"п/обл, ветер"
11,4,4,"пасм, 12% снег, ветер"
11,4,5,"пасм, 11% дождь+снег"
11,4,6,"пасм, 47%"
11,4,7,"пасм, 23%"
11,4,8,пасмурно
11,4,9,"пасм, 14%"
11,4,10,ясно
11,4,11,обл с пр
11,4,12,"обл, 21%"
11,4,13,"пасм, неб.ветерок"
11,4,14,пасмурно
11,4,15,"пасм, ветер"
11,4,16,"пасм, неб.ветер"
11,4,17,"ясно, неб.ветерок"
11,4,18,"ясно, неб.ветерок"
11,4,19,"пасм, 12% дождь"
11,4,20,"п/обл, ветер"
11,4,21,"ясно, неб.ветерок"
11,4,22,ясно
11,4,23,"ясно, ветерок"
11,4,24,"обл с пр, 11%"
11,4,25,"пасм, 73% дождь, ветерок"
11,4,26,"обл с пр, ветер"
11,4,27,"пасм, 35% дождь, ветер"
11,4,28,"обл с пр, ветерок"
11,4,29,"обл, неб.ветер"
11,4,30,"ясно, ветерок"
11,5,1,"ясно, ветерок"
11,5,2,пасм
11,5,3,"п/обл, 51%, ветер"
11,5,4,ясно
11,5,5,"ясно, ветерок"
11,5,6,"ясно, неб.ветерок"
11,5,7,"обл с пр, ветерок"
11,5,8,"п/обл, ветерок"
11,5,9,"п/обл, ветерок"
11,5,10,"ясно, ветер"
11,5,11,"ясно, ветер"
11,5,12,"ясно, ветерок"
11,5,13,ясно
11,5,14,ясно
11,5,15,пасм
11,5,16,"пасм, 54% дождь"
11,5,17,"пасм, 24%"
11,5,18,пасмурно
11,5,19,пасмурно
11,5,20,обл с пр
11,5,21,"ясно, ветерок"
11,5,22,п/обл
11,5,23,пасмурно
11,5,24,п/обл
11,5,25,облачно
11,5,26,"п/обл, ветер"
11,5,27,ясно
11,5,28,ясно
11,5,29,пасм
11,5,30,"п/обл, ветер"
11,5,31,ясно
11,6,1,пер.обл.
11,6,2,малообл.
11,6,3,"ясно, сев-зап.ветер"
11,6,4,ясно
11,6,5,"пер.обл., сев.ветер"
11,6,6,"ясно, юго-зап.ветер"
11,6,10,"ясно, ветер"
11,6,11,"ясно, ветер"
11,6,12,"ясно, ветер"
11,6,13,облачно
11,6,14,облачно
11,6,15,"пасм, 37% дождь"
11,6,16,обл с пр
11,6,17,"пасм, 51% ливень"
11,6,18,"пасм, 21% дождь"
11,6,19,"пасм, гроза 19%"
11,6,20,облачно
11,6,21,ясно
11,6,22,облачно
11,6,23,облачно
11,6,24,"дождь 0,9 мм?"
11,6,25,пер.обл.
11,6,26,малообл.
11,6,27,"сл.дождь, 1,8 мм"
11,6,28,"облачно, дождь 0,6мм"
11,6,29,"пер.обл., сл.дождь 0,4мм?"
11,6,30,пер.обл.
11,7,1,ясно
11,7,2,"обл., дождь 2,7 мм"
11,7,3,ясно
11,7,4,ясно
11,7,5,пасмурно
11,7,6,ясно
11,7,7,ясно
11,7,8,ясно
11,7,9,ясно
11,7,10,ясно
11,7,11,п/обл
11,7,12,"обл, 54%"
11,7,13,ясно
11,7,14,"ясно, 44%"
11,7,15,обл с пр
11,7,16,"ясно, 61%"
11,7,17,"пасм, 58%"
11,7,18,ясно
11,7,19,"пасм, 24% дождь"
11,7,20,"пасм, 71% дождь"
11,7,21,"п/обл, 21% дождь"
11,7,22,"пасм, 74% дождь"
11,7,23,"пасм, 72% дождь"
11,7,24,"пасм, 47%"
11,7,25,"обл с пр, 77%"
11,7,26,облачно
11,7,27,ясно
11,7,28,"пасм, 76% дождь"
11,7,29,ясно
11,7,30,"пасм, 80% дождь"
11,7,31,"пасм, 71% дождь"
12,4,1,"пасм, 10% дождь"
12,4,2,"обл с пр, ветер"
12,4,3,"обл с пр, ветер"
12,4,4,"пасм, 51% снег, ветер"
12,4,5,"пасм, 9%"
12,4,6,"пасм, 72% дождь, снег"
12,4,7,"пасм, 24%"
12,4,8,"пасм, 13% дождь"
12,4,9,пасм
12,4,10,ясно
12,4,11,"пасм, 65%"
12,4,12,"обл, 10%"
12,4,13,"пасм, 54% неб.ветерок"
12,4,14,"пасм, неб.ветерок"
12,4,15,"пасм, ветер"
12,4,16,"пасм, неб.ветер"
12,4,17,"ясно, неб.ветерок"
12,4,18,"ясно, неб.ветерок"
12,4,19,"пасм, 11% дождь"
12,4,20,"ясно, ветер"
12,4,21,"ясно, неб.ветерок"
12,4,22,ясно
12,4,23,"ясно, ветерок"
12,4,24,"пасм, 68% гроза, ветер"
12,4,25,"пасм, 62% дождь, ветерок"
12,4,26,"обл с пр, ветер"
12,4,27,"пасм, 24% дождь, ветер"
12,4,28,"обл с пр, ветерок"
12,4,29,"обл, неб.ветер"
12,4,30,"ясно, ветерок"
12,5,1,"ясно, ветерок"
12,5,2,"пасм, 47% дождь, ветерок"
12,5,3,"п/обл, ветер"
12,5,4,обл с пр
12,5,5,"ясно, ветерок"
12,5,6,"ясно, неб.ветерок"
12,5,7,"обл с пр, ветерок"
12,5,8,"п/обл, ветерок"
12,5,9,"п/обл, ветерок"
12,5,10,"п/обл, ветер"
12,5,11,"ясно, ветер"
12,5,12,"п/обл, ветерок"
12,5,13,обл с пр
12,5,14,"обл, 23%"
12,5,15,"пасм, 74%"
12,5,16,"пасм, 58% дождь"
12,5,17,"пасм, 19%"
12,5,18,пасмурно
12,5,19,пасмурно
12,5,20,обл с пр
12,5,21,"ясно, ветерок"
12,5,22,обл с пр
12,5,23,обл с пр
12,5,24,облачно
12,5,25,облачно
12,5,26,"п/обл, ветер"
12,5,27,обл с пр
12,5,28,ясно
12,5,29,п/обл
12,5,30,"ясно, ветер"
12,5,31,пер.обл.
12,6,1,пер.обл.
12,6,2,пер.обл.
12,6,3,"малообл., сев.ветер"
12,6,4,пер.обл.
12,6,5,"ясно, сев.ветер"
12,6,6,"ясно, зап.ветер"
12,6,7,
12,6,8,
